Location/Emplacement,Collection Start/Début du prélèvement (UTC),7Be MDC/7Be CMD (mBq/m3)
Alert,NU,2009-01-05,605280,1852,2.775335867,0.119936138,0.183023134,0.89829948,0.047442672,0.079679499,,,0.017733688,,,0.014081354,,,1.402004389,,
Alert,NU,2009-01-12,602040,1838,2.5117658,0.112780987,0.186647347,1.063668767,0.053208008,0.081384016,,,0.015255626,,,0.014959141,,,1.572990441,,
