Location/Emplacement,Collection Start/Début du prélèvement (UTC),7Be MDC/7Be CMD (mBq/m3)
Alert,NU,2009-01-05,605280,1852,2.775335867,0.119936138,0.183023134,0.89829948,0.047442672,0.079679499,,,0.017733688,,,0.014081354,,,1.402004389,,
Alert,NU,2009-01-12,602040,1838,2.5117658,0.112780987,0.186647347,1.063668767,0.053208008,0.081384016,,,0.015255626,,,0.014959141,,,1.572990441,,
Winnipeg,MB,2017-02-20,604740,12553.00,2.19,0.06,0.024975377,0.442736738,0.019808832,0.023257174,,,0.003094859,,,0.003100647,,,0.014238576,,
Winnipeg,MB,2017-02-27,668280,13245.60,2.41,0.06,0.023469704,0.533688522,0.022529763,0.02215969,,,0.003713663,,,0.002714422,,,0.012694826,,
Whitehorse,YT,2014-07-25,243900,5054,0.413773088,0.033150077,0.096531318,,,0.098816034,,,0.013555913,,,0.010429468,,,0.042769745,,
